,created_at,id,text
127,2022-07-07T23:03:27.000Z,1545181730671235072,@PuppetToTheMan @OmarAlghabra @WestJet What a coincidence... The Netherlands and Canada are both complete chaos
128,2022-07-07T23:01:18.000Z,1545181190520557569,"@Syllver @WestJet Done that in the past too &amp; also checked it out this time around. I considered @Allegiant as they are cheap but do not go to MCO. Also, not direct. With the ongoing chaos, I am trying to get something direct &amp; these are hard to find.
Ever used Allegiant?"
129,2022-07-07T23:00:12.000Z,1545180911414546432,"RT @Spencer__W__: I need your help!

If @WestJet isn't abiding by the passenger bill of rights for compensating me for delaying my flight,…"
130,2022-07-07T22:58:49.000Z,1545180564680069122,RT @Phoeberoserocks: 📣 ⛳️ Calling all #golfers ready to end #ChildhoodCancer. Make sure you've registered for the unmissable Phoebe Rose #G…
131,2022-07-07T22:58:13.000Z,1545180414720978944,"Congratulations to the winner of our Jet-Away Getaway Raffle, ARNOLD COAKWELL! 

Arnold takes home the grand prize of a roundtrip flight for two to any @WestJet destination in the world. https://t.co/9s7AyLU7L8"
132,2022-07-07T22:55:13.000Z,1545179659834466310,@WestJet can you sell your WestJet dollars? https://t.co/Y01lilKIcS
133,2022-07-07T22:54:58.000Z,1545179595766464514,@OmarAlghabra @WestJet Resign!
134,2022-07-07T22:53:55.000Z,1545179330334134278,@OmarAlghabra @WestJet Start by getting rid of the masks.  Their presence chokes everyone up around virus safety.  Covid is a cold.  Treat it the same way we did 3 years ago and you will begin to make progress.
135,2022-07-07T22:53:47.000Z,1545179298960637952,"@OmarAlghabra @WestJet Resign!  You clearly do not have the trust or the knowledge to resolve the issue. RESIGN.  And what’s with the mask on an empty jet?   You are photographed in many setting with people, no mask 🤦‍♂️.  Canadians see right through the BS.  End all mandates!!!"
136,2022-07-07T22:50:50.000Z,1545178555415502848,@justfactsthanks @bcmaguire @OmarAlghabra @WestJet I found ArriveCAN made it faster - pre-filled out and zipped through customs
137,2022-07-07T22:49:32.000Z,1545178230197391360,@WestJet Looking to book a January trip and notice there are no longer free cancellation options? Am I correct that if the trip involves two Westjet flights for two people the cancellation fee would be $400 plus taxes?!
138,2022-07-07T22:48:14.000Z,1545177902358183937,"RT @OmarAlghabra: Along with @WestJet, our government is working hard to ensure Canadians can travel safely and efficiently amid current ai…"
139,2022-07-07T22:47:58.000Z,1545177833126838273,"@justfactsthanks @bcmaguire @OmarAlghabra @WestJet No one should be using arriveCan, it is not law."
140,2022-07-07T22:47:03.000Z,1545177605468561409,@MoonPigMerch @WestJet @AirCanada @AirChinaNA that’s a good question @Delta @AmericanAir @JetBlue @SpiritAirlines @SouthwestAir
141,2022-07-07T22:46:39.000Z,1545177503454547968,@elSchtaunko @OmarAlghabra @WestJet Wearing a mask in an empty airplane is as helpful as introducing mules at Pearson Airport to help with luggage delivery… #incompetent
142,2022-07-07T22:46:22.000Z,1545177433157931011,"@OmarAlghabra @WestJet CANADIANS, the arriveCan app is not law. DO NOT use it."
143,2022-07-07T22:45:51.000Z,1545177303805820930,"RT @OmarAlghabra: Along with @WestJet, our government is working hard to ensure Canadians can travel safely and efficiently amid current ai…"
144,2022-07-07T22:45:39.000Z,1545177251624259584,"@OmarAlghabra @WestJet Keep making lame videos ya fuqing loser, cause they are really helping. 🤡"
145,2022-07-07T22:44:55.000Z,1545177066445873152,"RT @OttawaGestapo: @OmarAlghabra @WestJet You'd think with 44,000 followers you'd get more than 5 likes 😂 😂 😂"
146,2022-07-07T22:43:48.000Z,1545176787876884481,@OmarAlghabra @WestJet Nobody believes a word you say. You are completely untrustworthy.
147,2022-07-07T22:42:57.000Z,1545176570708443136,@CanadianDis @AHoensbroech @OmarAlghabra @WestJet Me too
148,2022-07-07T22:42:54.000Z,1545176561011277826,@AHoensbroech @OmarAlghabra @WestJet Hope you told them to end the mandates!!
149,2022-07-07T22:42:48.000Z,1545176532825554944,@MoonPigMerch @WestJet @AirCanada @AirChinaNA 😅🤣😅
150,2022-07-07T22:42:32.000Z,1545176466123460608,"@AHoensbroech @WestJet Had high hopes for you, but it looks like you’ve decided to drink the Liberal Koolaid instead of demanding change…"
151,2022-07-07T22:41:04.000Z,1545176097809121283,I have to go to @TorontoPearson for a 9am flight on Monday. I should be excited to travel for work. I am not. I am dreading being there again. Not even bringing checked luggage and I’m dreading it. @WestJet better be on its game. I’m sassy in the morning 😂
152,2022-07-07T22:38:24.000Z,1545175427815157760,@OmarAlghabra @WestJet Can’t hear you with that face diaper
153,2022-07-07T22:37:49.000Z,1545175278841995264,"Do you let customers take a properly packed parachute on the plane as their carry on? No reason, just wondering. 

@WestJet @AirCanada @AirChinaNA"
154,2022-07-07T22:37:06.000Z,1545175099472375808,RT @darthclarick: @BCReality We have passenger protections in Canada.  It seems AC is trying to get around those.  I fly exclusively with @…
155,2022-07-07T22:36:34.000Z,1545174966815055875,@AHoensbroech @OmarAlghabra @WestJet And yet- Mr Algebra makes the plebs wear masks anytime we are at the airport or on an airplane. Does this picture make sense in that context? Perhaps it was taken outside the airport property...
156,2022-07-07T22:36:08.000Z,1545174858497155072,@AHoensbroech @OmarAlghabra @WestJet My last @WestJet flight will be next week. Not taking a checked bag either. Will fly southwest from Buffalo again from now on. Canadian airlines are pathetic and BOW to this govt. Sad. I used to love WestJet.
157,2022-07-07T22:35:03.000Z,1545174585443844098,@OmarAlghabra @WestJet GFY
158,2022-07-07T22:34:43.000Z,1545174500194623490,"@AHoensbroech @OmarAlghabra @WestJet How about, you tell him to drop all the mandates."
159,2022-07-07T22:34:07.000Z,1545174349459718146,@pnorwood13 @ChristinaBehme4 @TheTorontoSun @JustinTrudeau @AirCanada @WestJet What in your feeble mind required that response to my post. I simply said they were private companies.
160,2022-07-07T22:32:32.000Z,1545173951113940993,"@OmarAlghabra @WestJet If you spent as much time &amp; effort on actually doing something of value as you do in your tweets, things might improve!
Resign!"
161,2022-07-07T22:32:19.000Z,1545173894826532864,"@WestJet You’re one flight away from sleeping on an luxurious airport floor, living on reheated expensive airport food and blank stares from our overworked staff along with the wonderous smells of airplane fuel and unwashed bodies in the same situation. Fun Canadian Holidays"
162,2022-07-07T22:28:29.000Z,1545172932053327873,#Shoutout to @WestJet for their awesome agents over those two days who kept us informed the best they could w/the information they had available. Accommodations at the @sheratonhotels (#Halifax) w/meals &amp; shuttle service to/from 👌 (@Global_NB) https://t.co/q321MPlJA8
163,2022-07-07T22:27:44.000Z,1545172741258711042,On doit le noter lorsque ça se passe bien : voyage avec @WestJet aujourd’hui avec une escale a YYZ pour destination finale SXM qui s’est super bien déroulé. Valise reçue a bon port et employés courtois! Tellement soulagée… que les vacances commencent! 🏝
164,2022-07-07T22:24:46.000Z,1545171994538553344,@OmarAlghabra @WestJet any news on grants for strategic minerals companies in the northern territories ?
165,2022-07-07T22:24:23.000Z,1545171900850180104,"@OmarAlghabra @WestJet Wearing a mask on an empty plane.

The world already thinks we're idiots. No need to give them more evidence of it."
166,2022-07-07T22:24:17.000Z,1545171872823873537,RT @OttawaGestapo: @OmarAlghabra @WestJet Same vibe https://t.co/jt8cr77Ne9
167,2022-07-07T22:24:11.000Z,1545171848530460677,"RT @OttawaGestapo: @OmarAlghabra @WestJet You'd think with 44,000 followers you'd get more than 5 likes 😂 😂 😂"
168,2022-07-07T22:23:51.000Z,1545171764157722624,"@OmarAlghabra @WestJet Oh dear, the mask Omar, the mask.  Do you really think you are doing anything for anyone with that silly bit of cloth on your face.  You don't believe it has any benefit or you would be consistent in wearing it.  Stop the foolishness &amp; end the mandate now.
@liberal_party clowns."
